Image,Object,Color,Caption
raw/iTrade/20210810000445__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20220114073433__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220114073433__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210927061226__https____www.scotiaitrade.com__en__home__trading-account-types__registered__tax-free-savings-accounts-tfsa/content__dam__itrade__images__iStock-1277588343.jpg2000.2000.png,"person 90.6%
bowl 52.6%","silver
darkslategray
dimgray",a man standing in a kitchen talking on a cell phone
raw/iTrade/20211018223642__https____www.scotiaitrade.com__en__home__where-to-start/content__dam__itrade__images__iStock-1077085894.jpg2000.2000.png,"laptop 93.5%
person 90.0%
person 88.5%
couch 85.0%
clock 67.9%
couch 47.8%","lightgray
darkslategray
peru
gray
darkolivegreen",a man sitting on a couch with a laptop
raw/iTrade/20210921044129__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210510180708__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211119201747__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211119201747__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210607052302__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210920050538__https____www.scotiaitrade.com__fr__accueil__ouvrez-un-compte-fictif-de-negociation-en-ligne/content__dam__itrade__images__iStock-1162938821.jpg2000.2000.png,"person 91.3%
laptop 89.8%
person 82.8%
couch 66.1%
couch 37.1%","darkgray
darkslategray
dimgray
rosybrown
lightslategray",two people sitting on a couch looking at a laptop computer
raw/iTrade/20211221055921__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__winter-campaign-clients-hero.jpg2000.2000.jpg,"person 94.8%
person 94.7%","gray
black
darkolivegreen",two women sitting on the floor painting a radiator
raw/iTrade/20211221055921__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210927062740__https____www.scotiaitrade.com__en__home__why-itrade/content__dam__itrade__images__iStock-1062783064.jpg2000.2000.png,"person 90.8%
laptop 87.6%
chair 83.3%
person 80.7%
dining table 50.3%","lightgray
darkslategray
darkolivegreen
gray
sienna",two women standing in a kitchen with a laptop computer
raw/iTrade/20210920061718__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__liste-de-formulaires/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20210614074116__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210729065750__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210920060722__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210713112226__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201009061148__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20201009061148__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20201009061148__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20201009061148__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20210927073443__https____www.scotiaitrade.com__en__home__special-offers-programs/content__dam__itrade__images__iStock-874813790.jpg2000.2000.png,"person 89.1%
laptop 65.3%","darkslategray
silver
mediumaquamarine
gray
darkseagreen",a man standing in a room with a glass door
raw/iTrade/20210327091201__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20201129034426__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne__french-campaigns__1500-et-une-commission-de-6-99-ou-500/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20211130122020__https____www.scotiaitrade.com__fr__accueil__offres-et-programmes-speciaux__iclub-de-scotia-itrade/content__dam__itrade__images__iStock-531868458.jpg2000.2000.png,"person 91.8%
laptop 89.1%
potted plant 61.1%
potted plant 30.9%","silver
darkslategray
dimgray
darkolivegreen",a woman sitting at a desk using a laptop computer
raw/iTrade/20211009140446__https____www.scotiaitrade.com__en__home__learning-centre__faqs/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210920055821__https____www.scotiaitrade.com__fr__accueil__comptes/content__dam__itrade__images__iStock-1215847733.jpg2000.2000.png,"person 93.3%
person 86.8%
cell phone 75.9%","darkslategray
silver
gray
darkgray
lightslategray",a woman standing in front of a window holding a cell phone
raw/iTrade/20220119022440__https____www.scotiaitrade.com__en__home__winter-offer-ec/content__dam__itrade__images__iStock-1215721280.jpg2000.2000.png,"person 81.5%
laptop 79.6%
potted plant 54.5%
cup 46.6%
couch 25.2%
chair 25.2%","darkslategray
silver
gray
darkgray",a man brushing his teeth in a bathroom
raw/iTrade/20210423135701__https____www.scotiaitrade.com__fr__investissement-direct-and-trading-en-ligne/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210807220700__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20201216011321__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__father-son-haircut.jpg2000.2000.jpg,"person 90.0%
person 89.8%
chair 58.5%
cell phone 46.3%","gainsboro
darkslategray
brown
rosybrown
goldenrod",a man cutting a childs hair with a hair dryer
raw/iTrade/20210425145017__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200813114516__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20210530023540__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210512012459__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210821232439__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211130130339__https____www.scotiaitrade.com__en__home__why-itrade__powerful-platforms/content__dam__itrade__images__iStock-1192583552.jpg2000.2000.png,"person 90.2%
bottle 78.6%
bottle 61.7%
bottle 56.1%
bottle 42.5%","darkgray
darkslategray
darkolivegreen
dimgray
sienna",a man is looking out of a train window
raw/iTrade/20210530203424__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210920051917__https____www.scotiaitrade.com__fr__accueil__types-de-placement__actions/content__dam__itrade__images__iStock-1255592875.jpg2000.2000.png,"person 91.4%
cell phone 79.4%
couch 77.4%","lightgray
darkslategray
darkolivegreen
slategray
dimgray",a man sitting on a couch holding a remote control
raw/iTrade/20210921060713__https____www.scotiaitrade.com__en__home__learning-centre__faqs__market-holiday-schedule/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210920054422__https____www.scotiaitrade.com__en__home__trading-account-types__registered__tax-free-savings-accounts-tfsa/content__dam__itrade__images__iStock-1277588343.jpg2000.2000.png,"person 90.6%
bowl 52.6%","silver
darkslategray
dimgray",a man standing in a kitchen talking on a cell phone
raw/iTrade/20210720110902__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20220119022326__https____www.scotiaitrade.com__en__home__why-itrade__powerful-platforms__scotia-itrade-trading-desk/content__dam__itrade__images__iStock-1211772795.jpg2000.2000.png,"laptop 92.2%
mouse 80.3%
person 74.1%
cell phone 65.2%","silver
darkslategray
sienna
darkgray
slategray",a woman working on a laptop computer with her hand on the keyboard
raw/iTrade/20220119004736__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__liste-de-formulaires/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20220820001411__https____www.scotiaitrade.com__en__home__learning-centre__the-knowledge-navigator/content__dam__itrade__images__iStock-1295768958.jpg2000.2000.png,"person 91.8%
laptop 91.8%
chair 59.0%
potted plant 38.6%
chair 27.9%","gray
darkslategray
silver
darkolivegreen
saddlebrown",a woman working on a laptop computer in a living room
raw/iTrade/20210920061828__https____www.scotiaitrade.com__fr__accueil__ouvrez-un-compte-de-negociation/content__dam__itrade__images__Open-scotia-itrade-account-banner-image.jpg2000.2000.jpg,"cell phone 94.2%
person 92.7%
laptop 88.0%","darkslategray
silver
sienna
lightslategray
darkgray",a woman holding a cell phone in front of a laptop computer
raw/iTrade/20210817160922__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20210711011259__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211020004807__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20211130111413__https____www.scotiaitrade.com__en__home__special-offers-programs__scotia-itrade-club/content__dam__itrade__images__iStock-531868458.jpg2000.2000.png,"person 91.8%
laptop 89.1%
potted plant 61.1%
potted plant 30.9%","silver
darkslategray
dimgray
darkolivegreen",a woman sitting at a desk using a laptop computer
raw/iTrade/20210920061453__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__faq__calendrier-des-conges-sur-les-marches/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20210921055604__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210916193038__https____www.scotiaitrade.com__en__home__contact-us/content__dam__itrade__images__iStock-1165644014.jpg2000.2000.png,"person 92.7%
laptop 91.0%
couch 88.5%
cell phone 51.7%
couch 44.6%
cup 25.1%","silver
darkslategray
darkolivegreen
dimgray
sienna",a woman sitting on a couch talking on a cell phone and a laptop
raw/iTrade/20220208115312__https____www.scotiaitrade.com__en__home/20220208125001__https____www.scotiaitrade.com__content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
raw/iTrade/20220208115312__https____www.scotiaitrade.com__en__home/20220208125001__https____www.scotiaitrade.com__content__dam__itrade__images__Scotia-itrade-ways-to-invest-hero.jpg2000.2000.jpg,"person 94.0%
laptop 83.4%
couch 80.7%
chair 73.3%
couch 47.3%
couch 38.6%","darkslategray
silver
gray
darkgray",a man sitting on a couch using a tablet computer
raw/iTrade/20210706210543__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210916022103__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__iStock-1136855170.jpg2000.2000.png,"laptop 86.0%
dog 85.3%
person 79.1%
couch 44.5%
couch 37.1%","darkslategray
tan
gray
darkgray
cadetblue",a woman standing in a living room with a laptop and a dog
raw/iTrade/20200818020019__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200818020019__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200818020019__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200818020019__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20200926195403__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200926195403__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200926195403__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200926195403__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220623153934__https____www.scotiaitrade.com__en__home__learning-centre/content__dam__itrade__images__iStock-1219240164.jpg2000.2000.png,"person 88.8%
dog 80.4%
potted plant 60.1%
chair 59.7%
laptop 57.7%
potted plant 40.1%","darkgray
darkslategray
gainsboro
darkolivegreen",a woman standing in front of a wall of pictures
raw/iTrade/20210927065006__https____www.scotiaitrade.com__en__home__learning-centre__forms-library/content__dam__itrade__images__iStock-826690510.jpg2000.2000.png,"person 94.1%
person 80.5%
laptop 28.3%","darkslategray
silver
darkgray
gray
cadetblue",a woman wearing glasses looking at a tablet
raw/iTrade/20210422045113__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210602000037__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20210920052123__https____www.scotiaitrade.com__en__home__special-offers-programs__scotia-itrade-club/content__dam__itrade__images__iStock-531868458.jpg2000.2000.png,"person 91.8%
laptop 89.1%
potted plant 61.1%
potted plant 30.9%","silver
darkslategray
dimgray
darkolivegreen",a woman sitting at a desk using a laptop computer
raw/iTrade/20210513231333__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__woman-wfh_istock-457207757.jpg2000.2000.png,"laptop 95.0%
cup 94.0%
person 90.6%
cell phone 78.6%
chair 67.3%
couch 60.1%
book 38.6%
couch 37.5%
book 30.1%
book 27.3%
chair 27.1%","silver
darkslategray
dimgray
darkgray
lightslategray",a woman sitting on a table with a laptop computer
raw/iTrade/20211018221706__https____www.scotiaitrade.com__en__home__pricing-fees/content__dam__itrade__images__iStock-1305630217.jpg2000.2000.png,"laptop 90.3%
person 79.1%","darkslategray
lightgray
darkgray
darkseagreen",a woman sitting on a couch using a laptop computer
raw/iTrade/20220119004820__https____www.scotiaitrade.com__fr__accueil__centre-dapprentissage__faq__calendrier-des-conges-feries/content__dam__itrade__images__iStock-1272782773.jpg2000.2000.png,"person 89.0%
chair 49.6%
potted plant 46.0%","silver
black
darkolivegreen
dimgray
gray",a woman standing in a kitchen talking on a cell phone
raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_CoupleHiking2.png1280.1280.png,"person 93.6%
person 89.3%","gray
lightgray
darkolivegreen
silver
darkgray",two people standing on the beach in the tall grass
raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__start-direct-investing-banner.jpg1280.1280.jpeg,"laptop 94.7%
person 93.9%
person 93.0%
couch 26.3%","dimgray
silver
black",a man and woman sitting on a couch looking at a laptop computer
raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__itrade__images__women_laptop_itrade.jpg1280.1280.jpeg,"laptop 95.1%
person 94.5%
cup 92.9%
cell phone 91.5%
couch 63.2%
couch 46.8%
chair 32.1%
dining table 27.1%","dimgray
silver
black
darkgray",a woman sitting at a table with a laptop computer
raw/iTrade/20200716030205__https____www.scotiaitrade.com__en__direct-investing-and-online-trading/content__dam__scotiabank__canada__common__imagery__itrade_Hero_TwoFriends.png1280.1280.png,"person 93.6%
person 93.0%
cell phone 78.0%","dimgray
lightcoral
black
darkgray
lightsteelblue",two young women sitting on a sidewalk looking at a tablet
raw/iTrade/20220623153933__https____www.scotiaitrade.com__en__home__special-offers-programs__scotia-itrade-club/content__dam__itrade__images__iStock-531868458.jpg2000.2000.png,"person 91.8%
laptop 89.1%
potted plant 61.1%
potted plant 30.9%","silver
darkslategray
dimgray
darkolivegreen",a woman sitting at a desk using a laptop computer
raw/iTrade/20220204093105__https____www.scotiaitrade.com__en__home/content__dam__itrade__images__Scotia-iTRADE-winter-campaign-hero.jpg2000.2000.jpg,"person 95.2%
person 94.9%
bottle 26.7%","silver
saddlebrown
gray
dimgray",two women sitting on the floor painting a wall
